Date,Open,High,Low,Close,Adj Close,Volume
2000-02-29,1.013951,1.046875,1.005022,1.023438,0.864268,368961600
2000-03-01,1.058594,1.179129,1.058036,1.163504,0.982550,1077003200
2000-03-02,1.133929,1.142299,1.077567,1.089286,0.919875,311259200
2000-03-03,1.114955,1.144950,1.071429,1.142857,0.965114,323366400
2000-03-06,1.125000,1.152902,1.116071,1.122210,0.947678,210560000
2000-03-07,1.128906,1.137835,1.081473,1.097098,0.926472,273011200
2000-03-08,1.097098,1.106585,1.058594,1.089286,0.919875,271230400
2000-03-09,1.079241,1.116071,1.055804,1.091518,0.921760,276718400
2000-03-10,1.086496,1.142299,1.080357,1.122768,0.948150,248606400
2000-03-13,1.090402,1.129464,1.066964,1.083147,0.914691,303956800
2000-03-14,1.082310,1.109375,1.017857,1.020089,0.861440,428579200
2000-03-15,1.032366,1.073661,1.018973,1.037946,0.876520,443609600
2000-03-16,1.047433,1.089286,1.022321,1.085379,0.916576,378100800
2000-03-17,1.072545,1.116071,1.068080,1.116071,0.942494,305043200
2000-03-20,1.102679,1.127232,1.092634,1.098214,0.927415,204489600
2000-03-21,1.094308,1.220982,1.085938,1.204799,1.017423,524328000
2000-03-22,1.185547,1.289063,1.174665,1.287388,1.087168,567996800
2000-03-23,1.267857,1.342634,1.250000,1.261719,1.065491,562564800
2000-03-24,1.271763,1.285156,1.209821,1.238281,1.045697,446913600
2000-03-27,1.228795,1.292411,1.222098,1.246094,1.052295,279182400
2000-03-28,1.225446,1.267857,1.224330,1.242188,1.048997,202966400
2000-03-29,1.244420,1.244978,1.194894,1.213728,1.024963,239836800
2000-03-30,1.192522,1.229353,1.119978,1.122768,0.948150,414400000
2000-03-31,1.137835,1.225446,1.125000,1.212612,1.024021,404633600
2000-04-03,1.209821,1.245536,1.155692,1.190290,1.005171,328563200
2000-04-04,1.184152,1.187500,1.042411,1.136719,0.959931,660329600
2000-04-05,1.129185,1.186384,1.107143,1.164063,0.983023,457665600
2000-04-06,1.166295,1.200893,1.100446,1.117746,0.943909,259627200
2000-04-07,1.136161,1.177455,1.120536,1.176339,0.993389,242435200
2000-04-10,1.175781,1.185268,1.113839,1.116071,0.942494,212262400
2000-04-11,1.102679,1.114955,1.054129,1.066406,0.900554,541822400
2000-04-12,1.062500,1.062500,0.936384,0.975446,0.823740,941136000
2000-04-13,0.995536,1.071429,0.968750,1.016183,0.858141,529827200
2000-04-14,0.976004,1.053571,0.973214,0.998884,0.843533,667620800
2000-04-17,0.977679,1.106585,0.973772,1.106027,0.934013,409561600
2000-04-18,1.102679,1.132813,1.065848,1.132813,0.956633,390924800
2000-04-19,1.126674,1.162946,1.069196,1.081473,0.913277,520150400
2000-04-20,1.104353,1.113839,1.045201,1.061384,0.896313,722120000
2000-04-24,1.026786,1.075893,1.024554,1.075893,0.908565,443620800
2000-04-25,1.090402,1.149554,1.089844,1.145647,0.967471,391641600
2000-04-26,1.130580,1.142857,1.071429,1.083147,0.914691,366912000
2000-04-27,1.046317,1.133929,1.040876,1.131696,0.955689,326603200
2000-04-28,1.135045,1.138393,1.083147,1.107701,0.935426,249580800
2000-05-01,1.114955,1.117188,1.088170,1.109933,0.937311,226195200
2000-05-02,1.100446,1.127232,1.049107,1.052455,0.888772,236432000
2000-05-03,1.061942,1.082589,0.996652,1.027344,0.867567,489798400
2000-05-04,1.027902,1.029018,0.987165,0.988281,0.834579,399515200
2000-05-05,0.989397,1.024554,0.988560,1.010045,0.852958,284076800
2000-05-08,1.000837,1.015067,0.982143,0.983259,0.830338,184900800
2000-05-09,0.984933,0.993304,0.936384,0.941406,0.794994,327140800
2000-05-10,0.929129,0.937500,0.881696,0.886719,0.748812,535091200
2000-05-11,0.905134,0.930804,0.883929,0.917969,0.775202,499744000
2000-05-12,0.946429,0.986607,0.935407,0.960938,0.811488,306913600
2000-05-15,0.964844,0.964844,0.893973,0.901786,0.761536,678932800
2000-05-16,0.933175,0.973772,0.917411,0.943638,0.796879,440451200
2000-05-17,0.925223,0.925781,0.896205,0.905134,0.764363,398092800
2000-05-18,0.919643,0.936942,0.898438,0.899554,0.759651,373777600
2000-05-19,0.886161,0.886161,0.833705,0.839286,0.708756,740667200
2000-05-22,0.837054,0.837054,0.767857,0.803013,0.678125,755507200
2000-05-23,0.808036,0.833705,0.764509,0.766183,0.647023,517585600
2000-05-24,0.769531,0.801339,0.741071,0.782924,0.661160,678462400
2000-05-25,0.790179,0.827288,0.767857,0.779157,0.657979,406750400
2000-05-26,0.785714,0.802455,0.761161,0.771205,0.651264,181148800
2000-05-30,0.782366,0.786830,0.729911,0.781808,0.660218,713059200
2000-05-31,0.775670,0.814732,0.748326,0.750000,0.633356,433507200
2000-06-01,0.729911,0.799665,0.717634,0.795759,0.671999,903840000
2000-06-02,0.837054,0.890625,0.794643,0.826451,0.697917,792848000
2000-06-05,0.833147,0.850446,0.800781,0.815290,0.688492,323668800
2000-06-06,0.821150,0.863839,0.806362,0.829241,0.700274,525481600
2000-06-07,0.835938,0.866071,0.818080,0.862165,0.728077,337019200
2000-06-08,0.871652,0.879464,0.831473,0.846540,0.714882,238526400
2000-06-09,0.863839,0.874442,0.842634,0.854911,0.721951,252358400
2000-06-12,0.860491,0.861049,0.811384,0.814174,0.687550,290337600
2000-06-13,0.814174,0.845424,0.787388,0.843750,0.712526,351456000
2000-06-14,0.845424,0.859375,0.804688,0.807478,0.681895,277446400
2000-06-15,0.814732,0.833705,0.794643,0.824777,0.696504,248572800
2000-06-16,0.834821,0.837054,0.795201,0.814174,0.687550,303564800
2000-06-19,0.808594,0.873884,0.801897,0.862723,0.728548,394004800
2000-06-20,0.879464,0.928013,0.878348,0.904018,0.763421,501390400
2000-06-21,0.901786,1.016741,0.898438,0.993304,0.838821,490000000
2000-06-22,0.995536,1.029018,0.956473,0.959821,0.810545,467712000
2000-06-23,0.960379,0.975446,0.907366,0.922991,0.779443,204965600
2000-06-26,0.937500,0.977679,0.930804,0.966518,0.816201,185354400
2000-06-27,0.960379,0.991071,0.921875,0.924107,0.780386,203470400
2000-06-28,0.952009,0.988839,0.919643,0.972098,0.820913,286428800
2000-06-29,0.947545,0.963170,0.911830,0.915179,0.772846,203660800
2000-06-30,0.943080,0.981027,0.922991,0.935268,0.789811,323097600
2000-07-03,0.930804,0.969866,0.930804,0.952009,0.803948,70828800
2000-07-05,0.950893,0.985491,0.906250,0.921875,0.778501,265216000
2000-07-06,0.937500,0.945313,0.886161,0.925223,0.781328,309545600
2000-07-07,0.939174,0.978795,0.930804,0.972098,0.820913,263603200
2000-07-10,0.965960,1.040179,0.959821,1.020089,0.861440,397796000
2000-07-11,1.017857,1.058036,0.989955,1.016741,0.858613,357896000
2000-07-12,1.037946,1.052455,1.006696,1.051339,0.887829,225433600
2000-07-13,1.044643,1.082589,0.977679,1.008929,0.852016,445659200
2000-07-14,1.020089,1.053571,1.015625,1.030134,0.869923,190276800
2000-07-17,1.040179,1.050223,1.020089,1.041295,0.879348,260002400
2000-07-18,1.044643,1.051339,1.015625,1.022321,0.863325,318404800
2000-07-19,0.985491,1.014509,0.924107,0.940848,0.794523,457872800
2000-07-20,0.982143,1.018973,0.966518,0.984375,0.831280,465572800
2000-07-21,0.970703,0.993304,0.945313,0.956473,0.807718,196235200
2000-07-24,0.938616,0.944196,0.848214,0.869420,0.734204,412171200
2000-07-25,0.898438,0.904018,0.876116,0.893973,0.754938,211607200
2000-07-26,0.890067,0.915179,0.879464,0.893973,0.754938,210470400
2000-07-27,0.892857,0.950893,0.890625,0.928571,0.784155,294985600
2000-07-28,0.933594,0.937500,0.837054,0.862723,0.728548,237893600
2000-07-31,0.877790,0.921875,0.870536,0.907366,0.766248,155299200
2000-08-01,0.898438,0.913504,0.879464,0.880580,0.743628,137284000
2000-08-02,0.875000,0.891741,0.842634,0.843750,0.712526,162355200
2000-08-03,0.813616,0.858259,0.790179,0.857143,0.723836,339897600
2000-08-04,0.883371,0.915179,0.827009,0.845982,0.714411,263121600
2000-08-07,0.854911,0.876116,0.842634,0.856027,0.722894,187348000
2000-08-08,0.856027,0.857143,0.827009,0.834821,0.704986,176674400
2000-08-09,0.859375,0.864955,0.843750,0.848214,0.716296,379640800
2000-08-10,0.857143,0.864955,0.845982,0.849330,0.717238,251714400
2000-08-11,0.836496,0.857143,0.813616,0.851563,0.719124,238056000
2000-08-14,0.849888,0.851563,0.827009,0.840402,0.709699,156660000
2000-08-15,0.843750,0.856027,0.830357,0.833705,0.704043,114200800
2000-08-16,0.837054,0.875000,0.835938,0.866071,0.731376,143673600
2000-08-17,0.863839,0.936384,0.862723,0.918527,0.775674,270900000
2000-08-18,0.917411,0.925223,0.890625,0.892857,0.753996,190176000
2000-08-21,0.897321,0.920759,0.886161,0.901786,0.761536,134467200
2000-08-22,0.904018,0.943080,0.899554,0.922991,0.779443,276802400
2000-08-23,0.919085,0.977679,0.911830,0.969866,0.819028,236863200
2000-08-24,0.976283,1.011161,0.953125,1.001953,0.846125,310766400
2000-08-25,1.008929,1.026786,1.006696,1.014509,0.856728,334460000
2000-08-28,1.022321,1.053571,1.018973,1.036830,0.875577,359004800
2000-08-29,1.033482,1.061384,1.030134,1.056920,0.892543,267030400
2000-08-30,1.053571,1.071429,1.048270,1.062500,0.897255,285392800
2000-08-31,1.053013,1.098214,1.052455,1.088170,0.918932,419596800
2000-09-01,1.094866,1.136161,1.091518,1.132813,0.956633,256872000
2000-09-05,1.118862,1.145089,1.111607,1.114955,0.941552,298642400
2000-09-06,1.095982,1.113839,1.031250,1.043527,0.881233,355404000
2000-09-07,1.055804,1.117188,1.040179,1.107143,0.934955,217464800
2000-09-08,1.100446,1.100446,1.044643,1.051339,0.887829,195518400
2000-09-11,1.047991,1.078125,1.037946,1.043527,0.881233,187381600
2000-09-12,1.023996,1.072545,1.017857,1.031250,0.870865,187997600
2000-09-13,1.013393,1.062500,1.013393,1.035714,0.874635,305984000
2000-09-14,1.045759,1.064732,1.014509,1.015346,0.857435,426552000
2000-09-15,1.031250,1.039063,0.968750,0.986328,0.832930,394514400
2000-09-18,0.986607,1.084821,0.983259,1.083147,0.914691,424536000
2000-09-19,1.066964,1.080357,1.045759,1.070313,0.903853,271510400
2000-09-20,1.060826,1.097098,1.045759,1.090123,0.920582,227388000
2000-09-21,1.044643,1.064732,0.986607,1.012277,0.854843,510490400
2000-09-22,0.898438,0.936384,0.892857,0.931920,0.786983,726700800
2000-09-25,0.941964,0.991071,0.929688,0.955357,0.806775,435551200
2000-09-26,0.952009,0.977679,0.917411,0.918527,0.775674,290936800
2000-09-27,0.924107,0.941964,0.861607,0.873884,0.737973,402259200
2000-09-28,0.880580,0.960938,0.859375,0.955357,0.806775,979585600
2000-09-29,0.503348,0.517857,0.453125,0.459821,0.388307,7421640800
2000-10-02,0.476563,0.477679,0.419643,0.433036,0.365688,2424788800
2000-10-03,0.445313,0.446429,0.396205,0.398438,0.336471,2038120000
2000-10-04,0.399554,0.424107,0.390625,0.421875,0.356263,1466024000
2000-10-05,0.419643,0.437500,0.392857,0.393973,0.332700,873006400
2000-10-06,0.405134,0.409598,0.375000,0.396205,0.334585,612656800
2000-10-09,0.404018,0.408482,0.377232,0.388393,0.327988,597564800
2000-10-10,0.386161,0.400670,0.366071,0.372768,0.314793,691101600
2000-10-11,0.359375,0.375000,0.341518,0.350446,0.295943,1198422400
2000-10-12,0.362723,0.371652,0.348214,0.357143,0.301598,1191064000
2000-10-13,0.361607,0.395089,0.357143,0.393973,0.332700,1247752800
2000-10-16,0.398438,0.415179,0.381696,0.383929,0.324219,820176000
2000-10-17,0.387277,0.391741,0.351563,0.359375,0.303483,601720000
2000-10-18,0.347098,0.376116,0.334821,0.359375,0.303483,834265600
2000-10-19,0.342076,0.353795,0.327009,0.338170,0.285576,1506724800
2000-10-20,0.340402,0.363839,0.338170,0.348214,0.294058,791263200
2000-10-23,0.361886,0.367188,0.347098,0.363839,0.307253,551292000
2000-10-24,0.369420,0.372768,0.335938,0.337054,0.284634,804451200
2000-10-25,0.340402,0.342634,0.329241,0.330357,0.278978,663969600
2000-10-26,0.335938,0.337054,0.312500,0.330357,0.278978,721851200
2000-10-27,0.337054,0.342634,0.319196,0.331473,0.279921,744503200
2000-10-30,0.341518,0.356027,0.334821,0.344866,0.291231,639189600
2000-10-31,0.352679,0.361607,0.343750,0.349330,0.295000,885880800
2000-11-01,0.347098,0.372768,0.347098,0.366071,0.309138,575366400
2000-11-02,0.377232,0.400670,0.376116,0.398438,0.336471,590693600
2000-11-03,0.410714,0.410714,0.391741,0.397321,0.335528,515821600
2000-11-06,0.400670,0.404018,0.372768,0.382813,0.323276,393478400
2000-11-07,0.383929,0.389509,0.371652,0.380580,0.321390,301963200
2000-11-08,0.381696,0.382813,0.353795,0.358259,0.302541,422088800
2000-11-09,0.354911,0.366071,0.340402,0.360491,0.304426,476834400
2000-11-10,0.345703,0.354911,0.340402,0.340402,0.287461,422251200
2000-11-13,0.334821,0.357143,0.325893,0.345982,0.292173,431816000
2000-11-14,0.356027,0.366071,0.349330,0.361607,0.305368,409001600
2000-11-15,0.357701,0.360491,0.343750,0.354911,0.299714,282357600
2000-11-16,0.348214,0.353795,0.337054,0.339286,0.286519,239372000
2000-11-17,0.342634,0.343750,0.325893,0.330357,0.278978,446180000
2000-11-20,0.332031,0.348214,0.325893,0.338170,0.285576,408066400
2000-11-21,0.342634,0.348214,0.334821,0.335938,0.283691,301952000
2000-11-22,0.335938,0.341518,0.328125,0.330357,0.278978,280532000
2000-11-24,0.336775,0.348214,0.335938,0.344866,0.291231,160932800
2000-11-27,0.354911,0.356027,0.330357,0.333705,0.281806,258792800
2000-11-28,0.333705,0.339286,0.320313,0.321987,0.271910,269124800
2000-11-29,0.323103,0.327009,0.308036,0.313616,0.264841,492150400
2000-11-30,0.297991,0.303571,0.287946,0.294643,0.248819,809597600
2000-12-01,0.303571,0.312500,0.300223,0.304688,0.257301,385705600
2000-12-04,0.306920,0.306920,0.293527,0.297991,0.251646,371520800
2000-12-05,0.302455,0.311384,0.292411,0.303571,0.256358,613978400
2000-12-06,0.261161,0.267857,0.250000,0.255580,0.215831,1374464000
2000-12-07,0.257813,0.265625,0.250000,0.255580,0.215831,408917600
2000-12-08,0.264509,0.273438,0.257813,0.268973,0.227141,435624000
2000-12-11,0.271205,0.274554,0.265625,0.271205,0.229026,332511200
2000-12-12,0.272321,0.285714,0.267857,0.274554,0.231854,386260000
2000-12-13,0.277902,0.277902,0.265625,0.267857,0.226199,344887200
2000-12-14,0.268415,0.272321,0.257813,0.257813,0.217717,263317600
2000-12-15,0.260045,0.262277,0.250000,0.251116,0.212061,513945600
2000-12-18,0.260045,0.261161,0.248884,0.254464,0.214889,325808000
2000-12-19,0.256696,0.272321,0.250000,0.250000,0.211119,374007200
2000-12-20,0.246094,0.261161,0.243304,0.256696,0.216773,565331200
2000-12-21,0.254464,0.267857,0.247768,0.251116,0.212061,366844800
2000-12-22,0.252232,0.267857,0.252232,0.267857,0.226199,318052000
2000-12-26,0.265625,0.267857,0.254464,0.262277,0.221486,216815200
2000-12-27,0.256138,0.264509,0.253348,0.264509,0.223371,325466400
2000-12-28,0.256696,0.266741,0.255580,0.264509,0.223371,305177600
2000-12-29,0.262277,0.267857,0.258929,0.265625,0.224314,630336000
2001-01-02,0.265625,0.272321,0.260045,0.265625,0.224314,452312000
2001-01-03,0.258929,0.297991,0.257813,0.292411,0.246934,817073600
2001-01-04,0.323940,0.330357,0.300223,0.304688,0.257301,739396000
2001-01-05,0.302455,0.310268,0.286830,0.292411,0.246934,412356000
2001-01-08,0.302455,0.303292,0.284598,0.295759,0.249761,373699200
2001-01-09,0.300223,0.315011,0.295759,0.306920,0.259186,588929600
2001-01-10,0.297991,0.303571,0.286830,0.295759,0.249761,580781600
2001-01-11,0.290179,0.330357,0.290179,0.321429,0.271439,803734400
2001-01-12,0.319196,0.321429,0.304688,0.306920,0.259186,423376800
2001-01-16,0.311384,0.325893,0.303571,0.305804,0.258244,306118400
2001-01-17,0.313616,0.313616,0.294643,0.300223,0.253531,840873600
2001-01-18,0.318080,0.334821,0.314732,0.333705,0.281806,1227010400
2001-01-19,0.347098,0.349330,0.333705,0.348214,0.294058,776664000
2001-01-22,0.340402,0.350446,0.329241,0.343750,0.290288,519327200
2001-01-23,0.344866,0.373884,0.340402,0.366071,0.309138,879530400
2001-01-24,0.368304,0.369420,0.349330,0.366071,0.309138,717091200
2001-01-25,0.367188,0.367188,0.352679,0.356027,0.300656,489708800
2001-01-26,0.348214,0.353795,0.340402,0.349330,0.295000,482820800
2001-01-29,0.349330,0.388393,0.349330,0.387277,0.327046,855528800
2001-01-30,0.385045,0.392857,0.372768,0.388393,0.327988,692423200
2001-01-31,0.383929,0.401786,0.382813,0.386161,0.326103,730704800
2001-02-01,0.369420,0.383929,0.366071,0.377232,0.318563,369695200
2001-02-02,0.377232,0.391741,0.366071,0.368304,0.311024,427341600
2001-02-05,0.366071,0.367188,0.352679,0.360491,0.304426,286115200
2001-02-06,0.359933,0.381975,0.357143,0.377232,0.318563,462711200
2001-02-07,0.368862,0.372768,0.353795,0.370536,0.312908,393887200
2001-02-08,0.367188,0.376116,0.360491,0.370536,0.312908,604128000
2001-02-09,0.366071,0.371652,0.333705,0.341518,0.288404,590083200
2001-02-12,0.340402,0.357143,0.335938,0.351563,0.296886,274120000
2001-02-13,0.356027,0.364955,0.339286,0.341518,0.288404,237070400
2001-02-14,0.342634,0.350446,0.330357,0.348214,0.294058,309120000
2001-02-15,0.351563,0.367188,0.351563,0.358259,0.302541,311416000
2001-02-16,0.339286,0.348214,0.334821,0.339286,0.286519,263911200
2001-02-20,0.342634,0.347098,0.324777,0.327009,0.276151,314893600
2001-02-21,0.325893,0.356027,0.325893,0.337054,0.284634,390258400
2001-02-22,0.340402,0.345982,0.321429,0.335938,0.283691,431961600
2001-02-23,0.332589,0.337054,0.325893,0.335938,0.283691,293865600
2001-02-26,0.340402,0.351563,0.331473,0.348214,0.294058,206438400
2001-02-27,0.344308,0.347098,0.333705,0.345982,0.292173,348516000
2001-02-28,0.345982,0.347098,0.323661,0.325893,0.275209,508233600
2001-03-01,0.318080,0.334821,0.306920,0.334821,0.282748,330461600
2001-03-02,0.327009,0.364955,0.325893,0.343750,0.290288,406201600
2001-03-05,0.345982,0.366071,0.343750,0.363839,0.307253,324172800
2001-03-06,0.369978,0.393973,0.369420,0.383929,0.324219,731802400
2001-03-07,0.380580,0.386161,0.370536,0.379464,0.320448,419540800
2001-03-08,0.369420,0.377232,0.364955,0.371652,0.313851,204859200
2001-03-09,0.368304,0.369420,0.357143,0.361607,0.305368,299135200
2001-03-12,0.351563,0.354911,0.323661,0.332589,0.280863,391020000
2001-03-13,0.337054,0.349330,0.324777,0.349330,0.295000,443329600
2001-03-14,0.330357,0.366071,0.329241,0.364955,0.308195,477775200
2001-03-15,0.372768,0.381696,0.351563,0.351563,0.296886,529317600
2001-03-16,0.339286,0.362723,0.337054,0.350446,0.295943,470316000
2001-03-19,0.352679,0.368304,0.348214,0.367188,0.310081,356008800
2001-03-20,0.369978,0.373884,0.351563,0.351563,0.296886,499206400
2001-03-21,0.353237,0.372768,0.345982,0.359375,0.303483,371375200
2001-03-22,0.363839,0.388393,0.360491,0.386161,0.326103,723301600
2001-03-23,0.393973,0.420759,0.392857,0.410714,0.346838,944888000
2001-03-26,0.413036,0.424107,0.377321,0.388929,0.328441,734451200
2001-03-27,0.391786,0.411607,0.391071,0.408393,0.344878,543821600
2001-03-28,0.394286,0.401786,0.383929,0.395893,0.334322,584662400
2001-03-29,0.388750,0.418750,0.383929,0.402321,0.339750,613065600
2001-03-30,0.402679,0.405714,0.381071,0.394107,0.332814,400349600
2001-04-02,0.394464,0.404643,0.382143,0.385536,0.325576,340911200
2001-04-03,0.381429,0.382143,0.359464,0.361429,0.305218,368687200
2001-04-04,0.352857,0.361607,0.334821,0.348214,0.294058,685484800
2001-04-05,0.367857,0.401786,0.357143,0.372679,0.314718,446762400
2001-04-06,0.371429,0.375714,0.355357,0.367679,0.310496,324889600
2001-04-09,0.369464,0.381071,0.358214,0.366786,0.309742,266582400
2001-04-10,0.373214,0.405357,0.371071,0.393571,0.332361,457374400
2001-04-11,0.410357,0.410714,0.380000,0.389286,0.328742,334096000
2001-04-12,0.382500,0.411071,0.377679,0.400357,0.338092,298933600
2001-04-16,0.394464,0.400000,0.372500,0.382857,0.323313,285224800
2001-04-17,0.378571,0.378750,0.350000,0.364286,0.307631,685199200
2001-04-18,0.385179,0.430000,0.376429,0.406964,0.343671,1100842400
2001-04-19,0.456250,0.459821,0.421429,0.459286,0.387856,1873670400
2001-04-20,0.445179,0.457679,0.439286,0.447143,0.377601,693403200
2001-04-23,0.434643,0.446429,0.428571,0.433036,0.365688,541525600
2001-04-24,0.434464,0.441964,0.419821,0.429107,0.362370,377137600
2001-04-25,0.432321,0.443929,0.420893,0.441429,0.372776,330780800
2001-04-26,0.449464,0.466071,0.440714,0.440893,0.372323,799696800
2001-04-27,0.450000,0.469464,0.441964,0.467857,0.395094,453012000
2001-04-30,0.476786,0.484286,0.444107,0.455179,0.384387,494776800
2001-05-01,0.453750,0.473214,0.450000,0.463036,0.391023,427252000
2001-05-02,0.470357,0.476786,0.460000,0.474821,0.400975,368524800
2001-05-03,0.463750,0.468750,0.441607,0.445714,0.376394,301543200
2001-05-04,0.432857,0.461607,0.427857,0.459821,0.388307,281052800
2001-05-07,0.457500,0.460000,0.443571,0.445714,0.376394,276550400
2001-05-08,0.452679,0.454464,0.427679,0.438750,0.370514,315436800
2001-05-09,0.431071,0.438393,0.422679,0.428214,0.361616,324889600
2001-05-10,0.432321,0.437500,0.409821,0.410714,0.346838,288976800
2001-05-11,0.410893,0.419464,0.406429,0.408036,0.344576,203044800
2001-05-14,0.408750,0.422857,0.406250,0.415893,0.351211,309220800
2001-05-15,0.417321,0.455357,0.411429,0.413929,0.349553,237025600
2001-05-16,0.415357,0.437500,0.408036,0.430357,0.363426,322330400
2001-05-17,0.432679,0.434464,0.415179,0.420536,0.355132,332119200
2001-05-18,0.417143,0.422143,0.412857,0.420179,0.354831,159051200
2001-05-21,0.421964,0.426964,0.411607,0.420714,0.355283,460997600
2001-05-22,0.428571,0.430893,0.417857,0.419643,0.354378,412916000
2001-05-23,0.424107,0.424107,0.408214,0.414821,0.350306,281041600
2001-05-24,0.415893,0.416071,0.403929,0.414286,0.349854,271756800
2001-05-25,0.414286,0.415893,0.401786,0.406429,0.343219,158743200
2001-05-29,0.398571,0.401786,0.371607,0.383393,0.323766,515989600
2001-05-30,0.370714,0.370714,0.344643,0.353214,0.298280,777078400
2001-05-31,0.353571,0.361429,0.348036,0.356250,0.300844,442892800
2001-06-01,0.359464,0.376607,0.356786,0.373036,0.315020,456075200
2001-06-04,0.376429,0.376964,0.365357,0.368929,0.311551,281920800
2001-06-05,0.371429,0.376786,0.363393,0.373929,0.315774,471794400
2001-06-06,0.373750,0.373750,0.363036,0.370179,0.312607,223176800
2001-06-07,0.369821,0.387500,0.365179,0.386786,0.326631,325180800
2001-06-08,0.386607,0.386607,0.369821,0.380714,0.321504,342624800
2001-06-11,0.375893,0.376250,0.356250,0.357857,0.302201,294000000
2001-06-12,0.353036,0.369464,0.352857,0.362679,0.306273,303794400
2001-06-13,0.382500,0.388036,0.358214,0.365536,0.308686,511487200
2001-06-14,0.357857,0.365179,0.353036,0.355000,0.299789,297348800
2001-06-15,0.358929,0.370536,0.345536,0.365000,0.308233,454624800
2001-06-18,0.364464,0.372321,0.357143,0.363036,0.306575,345912000
2001-06-19,0.372321,0.382143,0.357321,0.360536,0.304464,321087200
2001-06-20,0.357143,0.390179,0.356786,0.386964,0.326782,431620000
2001-06-21,0.384821,0.410714,0.376786,0.401607,0.339147,341331200
2001-06-22,0.401429,0.410714,0.388571,0.397500,0.335679,286025600
2001-06-25,0.401786,0.428571,0.400893,0.428393,0.361767,439549600
2001-06-26,0.416786,0.424464,0.410893,0.424107,0.358148,272781600
2001-06-27,0.425536,0.428571,0.401786,0.416786,0.351965,374130400
2001-06-28,0.411607,0.426964,0.409643,0.420357,0.354981,348409600
2001-06-29,0.422500,0.448214,0.414286,0.415179,0.350608,515390400
2001-07-02,0.422143,0.432679,0.413214,0.426786,0.360410,230048000
2001-07-03,0.419821,0.431786,0.419643,0.425714,0.359505,112543200
2001-07-05,0.421429,0.424464,0.410893,0.414107,0.349703,152292000
2001-07-06,0.406429,0.410000,0.387857,0.393393,0.332211,302920800
2001-07-09,0.394464,0.410714,0.387143,0.405357,0.342314,337467200
2001-07-10,0.409821,0.411964,0.372143,0.377500,0.318789,395270400
2001-07-11,0.375536,0.402679,0.375000,0.402500,0.339901,470506400
2001-07-12,0.416071,0.443036,0.416071,0.435000,0.367347,614801600
2001-07-13,0.430893,0.446607,0.425714,0.443750,0.374736,454742400
2001-07-16,0.444286,0.448214,0.426964,0.427857,0.361315,278667200
